web_scraper_order,web_scraper_start_url,chiens,nom,prix,adresse,adress,image
"1771236934-88","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-cane-corso-5299584"
"1771236934-89","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5400421"
"1771236934-90","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5243684"
"1771236934-91","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4851447"
"1771236934-92","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-3424026"
"1771236934-93","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4295604"
"1771236934-94","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4283254"
"1771236936-95","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/boerboel-femelle-989796","Boerboel femelle","400 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236936-96","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/boerboel-femelle-989796","Boerboel femelle","400 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236936-97","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/boerboel-femelle-989796","Boerboel femelle","400 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/boerboel-femelle-989796"
"1771236936-98","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/boerboel-femelle-989796","Boerboel femelle","400 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-5524708"
"1771236936-99","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/boerboel-femelle-989796","Boerboel femelle","400 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-boerboel-3874975"
"1771236936-100","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/boerboel-femelle-989796","Boerboel femelle","400 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3212861"
"1771236936-101","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/boerboel-femelle-989796","Boerboel femelle","400 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-3508870"
"1771236939-102","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/profil/94df6b70-a044-49d1-8375-9c9ad3ac9e84"
"1771236939-103","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/profil/94df6b70-a044-49d1-8375-9c9ad3ac9e84"
"1771236939-104","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-1000525"
"1771236939-105","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526"
"1771236939-106","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-croise-husky-berger-allemand-4280738"
"1771236939-107","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378709"
"1771236939-108","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378644"
"1771236939-109","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-3347884"
"1771236939-110","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3241804"
"1771236939-111","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-metisse-pitbull-malinois-3236932"
"1771236939-112","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-doberman-3189286"
"1771236939-113","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1387279"
"1771236939-114","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-1123229"
"1771236939-115","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-1000525","Chiots","350 000 CFA","Yoff, Dakar, Sénégal","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-croise-boer-et-root-4919750"
"1771236941-116","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-akita-americain-1106542","Chiots akita américain","990 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/profil/5a2051a5-47d0-439c-a2ad-5e517d5722d3"
"1771236941-117","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-akita-americain-1106542","Chiots akita américain","990 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/profil/5a2051a5-47d0-439c-a2ad-5e517d5722d3"
"1771236941-118","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-akita-americain-1106542","Chiots akita américain","990 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-akita-americain-1536386"
"1771236941-119","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-akita-americain-1106542","Chiots akita américain","990 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-akita-americain-1106542"
"1771236944-120","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/profil/939fa888-55bf-4069-8668-613ed1aaac7d"
"1771236944-121","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/profil/939fa888-55bf-4069-8668-613ed1aaac7d"
"1771236944-122","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802"
"1771236944-123","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526"
"1771236944-124","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-croise-husky-berger-allemand-4280738"
"1771236944-125","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378709"
"1771236944-126","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378644"
"1771236944-127","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1387279"
"1771236944-128","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-1123229"
"1771236944-129","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4875998"
"1771236944-130","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4817314"
"1771236944-131","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4047402"
"1771236944-132","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3460832"
"1771236944-133","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-1115802","Chiot berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3671351"
"1771236946-134","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/profil/b4850ef3-1c4c-4f95-a398-5c08d7572eca"
"1771236946-135","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/profil/b4850ef3-1c4c-4f95-a398-5c08d7572eca"
"1771236946-136","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493"
"1771236946-137","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-4242529"
"1771236946-138","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-rottweiller-2617202"
"1771236946-139","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-3674879"
"1771236946-140","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-3424026"
"1771236946-141","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-3423235"
"1771236946-142","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3270823"
"1771236946-143","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-3559497"
"1771236946-144","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-rottweiler-4126333"
"1771236946-145","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-1122493","Chien Rottweiler","375 000 CFA","Yoff, Dakar, Sénégal","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/rottweiler-royal-femelle-3696751"
"1771236948-146","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-1123229","Chiots Berger Allemand","350 000 CFA","Yoff, Dakar, Sénégal","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/profil/fe7ca77a-5dfa-45d8-aafe-3f1d44de909d"
"1771236948-147","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-1123229","Chiots Berger Allemand","350 000 CFA","Yoff, Dakar, Sénégal","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/profil/fe7ca77a-5dfa-45d8-aafe-3f1d44de909d"
"1771236948-148","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-1123229","Chiots Berger Allemand","350 000 CFA","Yoff, Dakar, Sénégal","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526"
"1771236948-149","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-1123229","Chiots Berger Allemand","350 000 CFA","Yoff, Dakar, Sénégal","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-croise-husky-berger-allemand-4280738"
